Gene,KKU156,KKU213,KKU214,HuCCA1,RBE,KKK138,HuCCT1,HuH28,KKK068,KKK131,KKU055,KKU100,SSP25,TFK1,YSCCC
USP53,2.878097562,3.123278951,1.660310895,2.639527393,1.512320282,2.508243183,2.487398691,1.669472492,2.470734075,1.885250967,1.522733422,2.211419217,1.625993666,3.112355689,3.481825702
USP54,4.659425671,5.265749816,5.604777136,4.530171276,4.586755829,5.374866188,4.818682349,3.446499479,5.55812709,4.478912306,4.305747009,4.13359653,4.66802233,4.433769539,4.452894241
USP6,0.398377911,1.446183419,0.6395761,2.41821652,2.502520507,3.291862621,1.738282749,2.756005919,2.055045845,2.211743688,2.012396505,2.21910928,1.939095311,1.03010204,3.234692527
USP6NL,2.13627276,2.177357386,1.708781431,2.246752018,2.733631316,1.779382715,2.801781287,1.778172063,1.842170662,3.087493505,3.291530837,1.095281204,2.042403798,1.993863623,3.477441532
USP7,5.635686324,5.397576687,5.43349535,5.620475284,5.508082573,5.307462502,5.003234546,4.752038742,4.526286944,5.384855483,5.399420561,5.565453487,5.344972718,5.184117604,5.789699149
USP8,4.410579053,3.898785309,4.133253412,4.373175523,3.741162121,4.624088559,3.652380027,4.429090772,3.5588354,4.301291245,4.403447078,4.351867599,4.024336198,4.685712279,4.359798709
USP9X,4.747126286,4.521745752,3.933715507,2.903648687,3.614037688,3.552919361,4.122117592,5.206025286,3.759246709,3.276340689,5.009139655,4.699751174,4.641842112,2.989622617,4.291085418
USPL1,3.598000836,3.07059403,1.687641404,1.006046436,2.525536042,1.827591113,1.273590186,2.41072085,2.726593596,1.6339682,2.667280687,2.009212693,1.693281753,1.174454697,1.799940575
UST,2.606958426,2.186983223,2.460306545,0.168627968,1.850586048,2.59616304,3.31058804,2.619311135,0.168627968,1.964545769,2.889982024,3.43439975,4.17880402,2.104065985,1.034295383
UTP11L,3.997840862,4.695276381,4.45737233,4.312271219,4.232849017,3.738609517,4.739160619,4.022647079,4.515339777,4.209999024,5.317151249,5.288109085,4.375098461,3.183890726,3.350618667
UTP14A,5.595735162,4.833048428,5.229363161,4.19533488,3.869101865,4.377874318,5.388747772,3.802046626,4.090673227,4.274606744,4.930605196,3.41772483,4.624388337,3.841683237,2.962691868
UTP14C,2.151873132,2.632982188,2.634595344,2.61868203,2.949776388,2.397939013,2.130805189,2.564913791,2.999660586,3.760459936,2.188199968,3.047267155,2.748853304,1.479701731,1.767846549
UTP15,3.935071045,3.313701102,3.508706446,3.249617763,2.184156523,1.264641394,3.741278774,2.426323161,2.709907002,3.203962321,3.514992577,3.566816423,2.442306682,2.407021875,3.300124537
UTP18,6.178717814,7.028194774,6.626811682,6.029248846,6.624892708,6.184985682,6.852891364,4.855088858,6.819252825,7.054535376,7.436201255,6.999687124,6.845814605,6.1858906,5.982304765
UTP20,3.173943681,2.976572425,3.762511122,2.664627119,3.540865316,2.704625859,3.261255759,2.834735932,3.034258305,3.073881549,4.302231886,3.435957384,3.862082,3.136613958,2.828924534
UTP23,2.465492488,2.723976924,1.800212921,1.576883139,2.51534402,2.666461519,2.375279375,1.025040185,1.722211847,2.872901947,3.455947595,2.212572164,2.823724235,2.674164019,1.747329585
UTP3,4.332180061,4.200994145,3.781122918,4.345184925,2.831317782,2.915335497,4.08562359,3.427204695,3.504046702,3.771675774,4.589147527,4.396672479,1.829898322,3.435714471,3.386176275
UTP6,5.807425771,5.724450092,5.317695508,4.771695802,4.412707173,3.99199289,6.078969494,4.417430825,5.182493593,5.835351485,5.267583374,5.191754157,4.683855659,3.56162148,3.746149004
UTRN,2.15743176,3.209557679,1.741748413,4.035759571,3.517877852,2.336998255,3.289412858,3.35272634,2.817217337,2.446111813,3.30847072,2.448400645,3.48628679,2.580547812,3.629980243
UVRAG,3.047752584,2.625580952,3.411640974,2.410701259,1.865065812,1.960844168,3.16464595,1.588043754,2.168426772,2.907561102,1.54384471,1.869338421,1.895412734,1.358353403,1.944439308
UVSSA,1.382424023,1.872852942,1.048830656,1.704234549,2.525990482,1.490693921,0.897993641,1.363183758,0.569324472,1.762443839,1.784671104,1.957966214,0.463223423,0.509708714,1.826000203
UXS1,4.523815265,4.282077902,4.013158331,3.450198079,4.900669012,5.512410785,5.016751304,4.00444821,3.96621672,4.284366021,4.643266009,4.956387174,5.0165358,4.2736778,4.533382782
UXT,5.15484876,2.971687597,2.450518685,4.306469023,3.385813084,4.515043235,3.880898693,4.665766002,5.254641014,3.761583914,5.279278817,4.981623071,4.733716839,4.196178034,3.84816626
UXT-AS1,11.42862207,11.4272376,11.25283771,10.5189218,10.86806873,10.46511672,11.14715319,11.08363997,10.66765367,10.3135473,10.82262315,10.93992879,11.10074425,10.20372512,10.64479181
VAC14,1.83092541,3.137317677,1.41947041,2.26774592,2.715438998,2.899743238,2.653262888,1.955818911,2.895133207,1.73742982,0.796668178,2.001472023,2.08525398,2.291638296,1.73324032
VAC14-AS1,7.170391054,6.905995775,7.320639141,6.65449414,7.266300085,6.845258928,6.830309291,7.184530338,7.366909487,6.579993622,6.555839276,6.477925841,6.973203575,6.557009909,7.556645705
VAMP1,5.00591487,4.704660078,3.432208942,2.522351824,4.518889481,5.124067518,6.196798975,1.954146639,5.724427439,4.751013725,3.809645391,5.024987155,4.546105542,6.025282156,6.012903836
VAMP2,0.523421161,0.793714305,2.445491219,3.056869917,2.803644345,2.758900742,2.601856485,2.114118029,3.267175195,1.635947296,1.154990936,3.321423112,2.374754228,0.943748854,1.46768661
VAMP3,4.583688148,4.908797226,3.48360189,4.962739695,3.781980597,4.689812191,5.135347749,5.447739452,4.775350064,4.164626287,4.236316807,4.124070149,4.144637498,2.148101112,3.954721314
VAMP4,2.362281609,1.139367201,2.28447802,1.179170196,2.199254953,1.396634007,2.193381207,0.727497021,1.70061975,2.413352791,0.85262772,2.504110632,1.702311156,2.043886871,1.593503445
VAMP5,3.250723238,4.041009538,2.501317002,0.26923131,1.232184767,1.368449211,3.10581461,0.932487518,3.007966208,4.812558183,1.623822438,0.26923131,2.831197235,1.105657744,2.091232382
VAMP8,7.018473046,7.076307773,6.727564686,6.175940309,6.090080427,5.154113934,6.641296119,0.800941005,5.48946234,7.06909649,5.602539764,1.282037328,5.566721008,4.696770809,6.404771997
VANGL1,2.39626639,2.973661608,3.485595228,2.075493466,2.281227753,2.518357439,2.680517923,2.120517187,1.960911101,4.274194708,1.797666294,2.650087781,2.720790743,2.187040873,1.902437107
VAPA,3.979869095,3.896481327,3.719207862,6.248281967,4.058068526,3.3781835,3.307298511,4.332245047,3.794407235,4.022342506,2.851559625,3.646262891,3.932492161,3.424642125,3.248599343
VAPB,4.1375768,4.173893773,3.753915266,4.101894454,3.770052764,2.853997828,4.165835965,3.520630004,3.365310684,4.507291292,3.82918285,3.859244372,4.295929216,3.277627497,3.145034788
VASH1,4.645214079,4.781038887,5.033183864,5.751753922,5.597088842,5.740917051,5.788777397,4.33783991,4.413031412,5.158978353,5.479312177,5.982132406,3.744176801,5.221198574,5.584825101
VASH2,0.654995109,1.732224309,0.842036583,0.080852024,1.963519713,0.602770951,0.674106519,1.396190219,1.888765681,1.05046396,3.634658931,1.34223843,0.985167028,1.819565259,0.75827289
VASN,0.708026702,2.076997559,0.746218756,1.157865382,3.312522922,1.881131681,2.848491739,3.718316831,1.47930593,2.961338537,1.766858541,2.178219343,2.191380548,0.761813783,4.700421577
VASP,4.620104947,5.160872556,4.677068411,5.02315178,4.782206446,5.046535515,5.179749859,5.861160637,4.846575606,5.875715563,5.425223182,6.609689307,3.881757384,3.86979725,4.704537108
VAT1,4.105704942,4.609039948,4.807744381,3.293923133,4.827307843,5.769878206,5.389532342,5.076474162,5.367265413,4.499074957,4.661701822,5.632268244,4.979301016,4.148425645,4.731214258
VAV2,1.459445016,3.313178078,3.26345013,2.769341785,4.372564606,1.988136133,3.384190092,2.856977325,3.117970049,3.232377735,3.05853391,3.300684915,1.692560261,4.372929173,0.390327061
VBP1,6.170932102,6.718006217,5.691988586,5.296843013,5.322290432,4.679086926,6.449199735,5.908143847,5.57607933,6.31319566,6.803344067,4.489387232,5.991058044,3.693228162,5.611332187
VCAN,0.895682283,0.675676702,1.175762238,0.2566333,4.41185557,1.723717622,4.610743934,5.631299738,2.734072187,1.416873126,0.2566333,0.2566333,1.320372862,0.638254178,0.456491273
VCL,5.2776548,5.348709252,5.143523136,6.110072972,6.310092849,5.651027774,5.603028438,5.720913394,5.19251842,5.822328478,6.551217662,4.634970859,5.725043701,5.043532856,4.060432749
VCP,5.606589161,5.627559625,5.434923325,5.669566321,5.310647904,4.970433676,5.906467357,5.094111467,5.585888399,5.569393681,6.236788146,5.881614776,5.999360492,3.593315158,4.757248229
VCPIP1,2.68907975,2.978907189,1.673189303,2.594894517,2.706104917,2.781887595,3.09350167,1.643606941,2.283410691,2.220285739,2.476954787,1.43556575,2.427051848,2.339638076,1.679210124
VCPKMT,0.953642793,2.335235436,2.320011017,2.365507399,1.490638118,1.903180045,1.215547406,0.418104149,0.568738688,1.278722785,1.607278337,2.4193308,1.136082702,2.484051938,1.92410437
VDAC1,7.031910887,6.093071563,5.774900924,6.114471253,6.835915239,7.168567166,7.06435888,6.599727698,6.478641415,6.169613969,5.479776791,7.643567538,6.667911444,6.795891595,6.51493621
VDAC2,6.525314602,6.710961728,7.282320668,5.64507441,6.144356598,5.530225662,5.643441303,5.240663522,5.828571012,5.977495929,7.018634945,6.775455656,5.896197205,7.150115156,5.492715185
VDAC3,6.941956684,7.03033746,6.78622747,6.43940716,7.356144445,6.128548944,7.673454699,5.965775362,7.522114884,7.461453147,8.248967722,6.994109885,7.119204913,6.80988183,6.299247929
VDR,3.645897195,3.160236946,2.647797085,1.032636137,2.377906266,1.670613981,3.02975742,1.946022599,0.969934332,2.138169026,1.302928103,1.159035808,1.775275028,2.758599965,3.127585709
VEGFA,7.32464876,6.029946258,6.392866736,5.593412338,5.008755462,4.823681556,4.129209843,3.65428152,6.747157361,5.574952416,3.499601514,5.820373367,4.515282803,3.975680782,4.678890536
VEGFB,3.602033317,2.230276864,3.433370981,3.915179048,3.434088712,4.29180556,3.247439235,3.92943763,2.903145807,3.388647128,3.004654869,4.634776865,1.70930295,1.445102509,3.045250089
VEGFC,0.303353171,0.303353171,0.577821861,0.303353171,0.303353171,0.303353171,4.814612891,2.619408086,3.606035822,3.422368098,0.303353171,2.688366384,3.536053245,2.4845877,2.065986931
VEPH1,0.511339113,0.638891625,0.253242333,0.973758112,1.422717618,1.045725158,1.583465727,0.929853034,3.180602191,2.009077943,1.611192897,0.2355261,2.127680327,1.168141223,0.629399331
VEZF1,4.246665166,4.432147341,4.111341257,4.542106858,5.043930163,3.838615321,4.964877409,4.309533534,4.658251223,4.867170593,4.52640278,4.783960734,4.484052905,3.846634252,4.165109686
VEZT,4.497587904,3.79860932,4.282070019,3.284678931,4.654304895,4.26018702,4.838868363,2.6277893,4.45228117,4.628685166,4.515295478,4.527098844,4.707076034,4.251695765,3.7120015
VGF,0.819992215,1.279202677,2.518625318,3.336954307,3.984306768,1.230238188,2.225958928,2.021174137,1.529210448,0.138973105,3.355247575,2.831689219,0.713649544,0.774533949,3.514798875
VGLL3,0.193025139,0.193025139,0.193025139,0.193025139,0.193025139,1.709553023,1.345324403,3.83259265,2.229451177,1.970699895,0.989086297,0.247758463,1.46164291,1.374115531,5.083811199
VGLL4,5.606840472,5.346077226,5.669940589,5.269841733,5.510345669,4.336565173,5.555377416,5.271685635,5.294958225,4.368098391,5.004317497,4.42175425,4.553866027,5.173666664,4.324637553
VHL,4.362128803,4.25931419,4.033045784,3.749071075,3.624942365,3.414051487,4.184650849,4.023367705,4.014927472,3.918620659,4.86218648,4.665883266,3.225902115,4.028079399,3.603565927
VIM,2.704713049,6.530662249,3.630804151,5.691327919,8.829460738,7.694751316,6.184107789,8.046328283,9.017010745,7.297740912,7.718786005,7.143014817,8.49565521,0.924452489,2.530850974
VIM-AS1,6.546281473,11.36917697,6.564956344,11.47659055,14.80983635,13.51001422,11.57801861,13.948758,14.78783669,12.5929268,13.18130087,11.70652598,14.86509566,4.507800599,4.2734423
VIMP,3.308232071,3.163804284,3.395814952,4.680741783,3.290817732,3.299630177,3.962971434,3.633918794,3.912157146,3.99717544,2.778154484,5.117559859,2.308748763,3.846677361,3.199092809
VIPAS39,3.611681746,2.687876863,2.056714357,2.152511511,1.610735074,2.622345335,1.954450368,2.218126403,2.181519275,1.71788419,2.054577575,2.131624428,1.702955339,2.433992767,1.922804467
VIPR1-AS1,7.819836195,7.296652298,7.975368554,8.128424055,3.47062019,8.219068547,9.059530147,9.58379215,4.458314125,8.058502,3.261158656,5.66775671,7.857871857,7.206114313,9.898142639
VKORC1,3.967827438,4.370443341,2.197541288,2.894694104,4.103903761,4.182139431,3.747338301,5.273186313,3.42289919,2.724499538,2.146367345,5.240070374,1.931861184,1.864627228,3.756809595
VKORC1L1,2.771634016,3.064285489,3.352901702,3.71484051,3.500386412,2.736379677,2.867313299,3.106437371,3.210838462,2.871923417,3.306793724,3.486456587,3.254919346,3.049844793,2.355239047
VLDLR,2.528065557,3.475729562,3.015907136,3.481448993,2.304051116,3.83142347,2.618793831,3.659039153,3.559594388,2.688864519,3.025608261,3.006639941,3.244528552,3.763487021,4.159447311
VLDLR-AS1,3.117914129,5.41424579,4.622501908,5.965903885,5.572603916,6.932848544,4.618700993,7.048010685,5.228893505,3.510597227,5.526398483,5.403677772,4.131579784,6.215527384,7.180193445
VMA21,1.815691577,3.656339921,3.043449153,3.296683818,2.648853704,2.534258181,3.457181033,3.474239553,3.025009299,2.254576272,4.108920303,2.361566467,3.393016696,2.056355932,2.306018914
VMAC,3.792415836,3.944465301,4.078115824,3.365853049,2.797712596,1.897923939,2.765046022,4.408698298,3.771088811,3.173442465,2.563028363,0.651608331,2.700130529,3.174565266,2.930223986
VMP1,5.968115558,6.128626513,6.243394129,5.725183118,5.329468615,5.939290178,6.416911343,5.164123291,6.105447742,4.632217866,6.492841585,6.336083839,5.687521286,4.878033047,4.980747811
VN1R1,2.35514133,1.878582588,1.166907198,0.778161031,1.525101661,2.697741197,1.487341239,2.151482706,4.216673144,2.923427734,0.778950473,2.393045891,1.03836602,0.091453731,0.946495906
VOPP1,2.300084046,3.52292108,2.698384705,4.222416046,3.463884991,3.243395406,3.328158694,3.20103595,4.313403642,3.48194427,3.371653787,2.620105836,3.700723163,1.800812101,5.347193093
VPRBP,7.17178599,7.60123707,7.694102924,6.685530013,7.269972416,6.338897331,7.091149169,7.08208859,7.423209737,7.424492784,8.172104989,6.106692696,6.612725784,7.27868414,6.808547485
VPS11,2.18638127,3.192520862,1.381636292,1.879026108,0.966742964,2.543142321,2.898966867,2.409869554,1.983046335,1.110871627,2.372643847,2.253685128,2.60293272,1.485395849,2.548409392
VPS13A,3.34818022,2.776878177,3.161069379,2.906727582,3.076260604,2.569042261,2.304164947,2.826399632,2.133953492,1.97922785,2.62773874,3.383330369,2.73692292,1.637583904,2.01562393
VPS13A-AS1,7.638402471,7.49047087,7.634623139,7.33561414,7.721821681,6.879965398,6.205182395,7.080811217,7.392391508,6.534169419,7.173670481,6.050408333,6.57661231,4.65393212,6.869721009
VPS13B,1.43040654,1.45754903,2.191814845,2.124331623,2.608618679,1.494066179,2.263958461,2.518194306,2.386624135,2.04192024,3.127280364,2.040090132,1.473437321,1.873820199,2.302728149
VPS13C,2.448820873,2.32482405,2.130663488,2.984704321,1.971273605,2.653950662,1.730274973,2.978155485,1.393568526,2.03706839,2.402005982,3.572945839,2.104572121,2.439180678,3.153852155
VPS13D,1.499243939,1.017024278,1.482421053,2.136221662,0.682088649,2.689724727,1.50718017,1.384562827,1.037087982,1.488041325,2.174795373,1.451696262,1.539091678,1.027149021,2.079634042
VPS16,2.469333929,2.172327884,2.692774721,2.959929471,1.81433818,3.614526189,2.107885988,3.460426374,3.195916777,3.989632234,2.726126051,2.212592414,2.828220198,1.012387401,1.519115442
VPS18,1.311468787,1.978371942,1.666681612,1.773341041,1.613239164,1.533701044,2.601762603,1.950047179,0.550254593,1.576505798,2.991599002,1.282174434,1.108521818,2.495981792,1.888057027
VPS25,3.789209078,2.876303543,4.106351619,5.290345628,3.870196048,2.234924142,5.648086852,4.251104262,4.060422899,5.220800088,4.326904703,4.283693133,4.726081319,2.880248205,3.282070691
VPS26A,5.514991735,5.111746146,4.908139198,4.184760234,4.748341971,4.990272286,5.322507415,4.297722064,4.094413234,5.15975574,5.384820432,4.829748017,5.505631501,4.305260662,4.152629162
VPS26B,2.743469861,3.021441761,2.563892619,2.568576566,3.493003754,3.439713243,4.036182104,3.594106088,3.313196165,3.46335751,4.225027946,3.158908732,3.429012344,2.464033967,3.458581427
VPS28,4.382483405,3.776342143,4.519602979,3.44943193,2.594178575,4.074146453,4.576799926,4.416407923,4.632079119,4.511613885,4.485177864,2.346532978,3.291368244,2.924909023,4.162951176
VPS29,6.732044682,6.056106178,6.335380858,6.347077011,6.537840459,5.374198852,6.449804407,5.818993705,5.327041549,6.084565084,6.925058332,6.506249615,6.58521517,5.708643565,6.051470585
VPS33A,4.547466396,3.119557377,4.371210705,3.448695569,3.561480896,3.665029117,3.596887714,2.88573603,3.393164802,2.2602094,4.256305971,3.454156406,3.723177646,2.489596369,3.241492592
VPS33B,4.224093158,3.907920287,4.819716768,5.1437391,4.506389802,3.270760315,3.870513524,3.450596569,4.118248061,4.707234297,4.416418034,3.573506057,4.432611169,4.872169812,3.533693725
VPS35,5.807150868,5.584005243,5.850655442,4.960814679,5.558743656,5.471336398,5.303232191,4.81756101,5.989940807,5.52125485,5.239140101,5.42035243,5.312879415,4.708969057,4.362641737
VPS36,4.115309199,3.308563583,4.930462242,3.836370448,4.022623574,3.27945653,2.945641646,2.999660226,3.979997179,3.434197188,2.947325253,3.330264335,3.196726277,2.520757086,2.537189231
VPS37A,2.054503584,2.568556803,1.217930255,2.498050653,2.147390998,2.295916086,3.03352544,2.675461378,2.585719571,3.032255613,3.639139074,3.856461938,3.055810897,2.298150641,1.593113766
VPS37B,4.702201939,4.542223012,4.902215393,5.055021335,5.130483084,3.985048644,5.031600433,2.721320288,4.458204006,3.799210135,3.701566268,3.214983136,2.321366613,5.483792688,5.925348537
VPS37C,3.446740253,2.556893877,3.143898782,2.787166424,1.508120962,2.369518203,3.601583106,2.115053374,2.39631071,2.398878373,3.658652999,2.42172524,1.994322978,2.516243337,3.010697488
VPS39,2.28027151,2.13542522,2.230998464,3.385659684,3.339902345,3.526553457,2.70263584,3.079844053,2.231483904,3.115235706,2.940906544,3.814276844,2.729398393,2.66470619,2.71749376
VPS41,3.796762984,4.073819766,3.435653652,3.501708304,3.696812699,4.311844458,4.768179267,3.408294422,3.489930109,2.416672254,3.529993945,3.464423998,3.403915988,3.694659822,3.381827307
VPS45,5.514922213,5.757207476,5.967436957,3.423419167,4.72393735,4.834666058,4.506078048,4.712436532,5.906388535,3.500753117,5.317818937,4.396723344,4.460506726,4.386502097,5.283371678
VPS4A,8.117034999,7.709195568,8.395322157,8.197330438,8.744139565,8.040716317,7.14777328,7.281838573,8.211296714,7.514021251,8.285432179,8.128990113,7.355682909,8.865041618,8.252900113
VPS4B,5.092404372,5.100651274,5.118785996,5.169048729,4.669725259,4.402620126,5.213289383,4.602881843,4.580992899,5.66802554,4.695678889,3.559152793,4.170497588,3.255646918,4.161012629
VPS51,3.722975567,3.934153722,3.206530301,3.543398931,3.783918563,3.70253148,3.770156281,3.275493981,2.446470416,4.178986092,4.124756818,2.89517178,1.784608025,2.169698981,3.040309172
VPS53,0.475538795,0.784212133,1.43318795,1.126313092,1.129893762,1.001587525,1.29578788,1.851908157,1.212734162,1.321612979,1.446735841,0.991403587,2.058881591,0.886090693,1.225649098
VPS54,3.112583479,3.562249744,3.036832406,2.995627942,2.781347696,3.147802802,3.230538289,2.685579922,2.797774193,1.757511088,2.232847817,2.778993235,3.084602409,3.20212722,3.382781819
VPS72,3.765032134,3.160761438,4.383453605,1.96932352,3.544363914,1.6928257,4.582605221,4.053986368,3.664243823,3.367707669,5.32097698,3.190803182,3.617595197,3.126766782,4.741505644
VPS8,2.484111723,1.270957693,2.987835328,3.119142769,2.282746959,2.361087592,1.954021979,2.022306436,1.770306912,2.400304118,2.040547289,2.397132592,1.398798011,1.185635415,2.85750879
VPS9D1,8.165510686,7.634720234,7.221519868,6.883040389,6.284132938,2.935188338,7.076873837,3.045925415,6.73735918,6.314875829,7.656090532,7.440872461,6.357680656,4.985267413,3.006426902
VPS9D1-AS1,6.140176142,6.511781295,6.009882332,6.391204848,7.220975599,7.580052352,6.1308139,7.206268652,6.776508953,6.139255404,6.289049917,7.21431636,6.535591346,7.335803587,8.280767743
VRK1,5.957964297,5.22004585,5.030984728,5.523253619,4.634892664,3.905949534,5.208187132,3.626323324,4.671459354,5.576844426,5.151947925,4.480305172,4.237821191,4.532994841,4.500761933
VRK2,7.770095589,7.960931724,7.94915902,7.667993798,7.908963353,7.676336866,7.878378619,8.010176906,7.485295573,7.866432095,7.846210704,7.570577933,7.659489562,7.949519991,7.177888991
VRK3,0.558588542,1.531231449,1.721835699,1.812415534,1.500931393,2.798441828,1.381178961,1.258303449,1.422851494,2.365820044,2.036353622,3.209969673,1.529317417,1.227060555,1.634374902
VSIG10,3.773171474,3.671721116,3.878258811,5.379355638,4.929643343,3.303157594,3.53519379,2.762649697,4.127847293,3.786239689,4.393741956,3.154467371,3.917099275,2.70247755,4.616671616
VSIG10L,0.736565483,0.42460376,0.052196976,0.956871614,2.618072266,2.99944448,0.9622436,1.286390385,1.577221351,0.052196976,1.587641098,1.006571683,0.620547379,2.844959555,1.890004702
VSIG2,1.776054567,3.416414188,2.469070144,4.14896656,4.911238724,4.488887217,3.574656166,1.409229463,2.853490999,1.896918785,4.37362302,1.890886274,5.3192292,3.417458365,4.044671513
VSIG8,0.779706784,1.626595649,0.067620236,3.434078085,3.966032021,4.634889225,1.349608171,3.73516935,5.470007012,3.495950149,0.067620236,3.353779246,4.813044425,1.768010586,0.684351303
VTA1,5.108926843,5.304810113,2.989321409,3.892315703,4.397518859,3.213399939,3.915574058,3.066564487,3.39784452,4.303780852,4.570768164,3.792547198,4.671783356,2.689256887,4.383196648
VTI1A,2.710222872,3.690374054,3.450455011,3.295571159,3.894278043,2.565785256,3.40241053,2.440041852,2.945372252,4.249221072,5.275789647,3.099185786,3.542170259,2.65073224,3.328519387
VTI1B,7.983455685,7.245591052,7.787127009,7.718044633,5.272871448,6.75196589,6.710642645,5.534991322,6.50058804,6.664763938,6.893597287,6.441444247,6.074884207,5.898279139,6.615565331
VTN,2.392803801,1.676341779,1.65726153,3.11408766,3.444033057,3.550729725,1.396090861,3.863966982,0.10171805,0.96689274,0.10171805,5.214396178,2.757502466,2.17308005,1.610748207
VWA1,1.863944599,2.120995365,1.346009154,1.198117512,2.869843668,2.170495083,1.275407927,5.095441949,1.58308039,2.699125223,0.338080729,0.098095825,0.098095825,1.101111959,2.58307621
VWA2,0.732771056,2.720440623,1.740241123,2.257031453,2.985721364,1.551483216,3.477977896,0.400662532,3.625831793,3.499104696,0.432521046,0.412184173,3.292230504,0.054687525,2.31549776
VWA5A,2.341772941,1.807635472,1.066690011,1.181425991,0.862568586,2.230138312,0.301279839,1.247036629,1.520324895,0.483449756,0.706098828,1.789232238,1.057153634,0.301279839,3.505449376
VWA5B2,2.6809791,3.555277954,3.685433806,2.940135641,3.061976092,2.639422769,2.319849552,3.058567026,3.152453997,1.046588494,3.44689455,2.028959239,1.621758317,2.315442552,2.645365745
VWA8,2.887461303,2.356221488,2.522838187,1.674980145,2.594344086,2.21884797,1.713689975,1.905807282,1.632914697,2.412886941,1.887454336,2.05195229,1.377364275,2.66587208,1.911219475
VWA9,3.346949064,3.875348638,3.154479294,3.762717262,3.329807419,1.29092633,2.897885617,1.783525269,2.085534983,2.775067752,2.718958663,3.756850467,2.14986664,4.070756564,2.045195675
VWDE,0.068185992,0.288540599,0.72488135,2.560253664,0.672082667,1.213742541,2.172680968,0.068185992,0.287015533,1.155716092,0.870324052,0.068185992,0.932866535,0.802342374,2.8716192
WAC,5.315313917,5.219734832,5.28729738,5.190731645,6.057549785,5.16755816,5.358588827,5.589803451,5.612681619,5.519881058,5.736009712,6.072023839,6.149131412,5.048627178,6.618193077
WAC-AS1,2.634894361,2.537283957,2.324447501,2.391307567,2.704325265,2.681968095,2.027082388,3.13727345,2.775465416,2.467295605,2.485829605,3.186615601,3.814455222,2.126830421,3.150799501
WAPAL,4.658106928,4.466062716,4.803367875,3.926321909,4.176080727,3.752699476,4.163783108,2.955616903,4.197501339,4.62108845,4.751144929,4.592337973,4.526134394,3.953525696,3.389238729
WARS,5.198986859,4.193899459,3.645247897,6.279366635,5.682840267,5.01266457,6.072101803,3.416524896,4.747632636,5.692387297,5.01278892,7.56151096,4.191707911,3.759368093,5.099817094
WARS2,5.507462331,5.935183266,5.995259671,6.383485548,5.059900988,6.182000817,5.447756047,5.180540658,5.127341587,6.654354483,5.748183083,4.906647478,6.101072588,5.443814732,5.079521995
WASF1,2.94993644,2.616677454,2.27543615,2.274867808,1.785288777,2.304018,1.744088684,1.653608353,1.67006176,1.472683256,2.865841753,2.015451647,2.198630345,0.469563767,1.60926137
WASF2,4.148411194,4.479957818,3.363195205,3.731837053,3.512783725,3.386891398,3.608941408,3.965297279,3.112932906,3.621193258,3.852945629,3.59612078,3.034258667,2.685938386,3.640777559
WASF3,0.318566002,0.227309415,0.227309415,0.71771004,1.64936314,1.015339371,0.410595036,1.624246292,0.292499685,1.347636285,1.884657592,1.311546684,1.260231357,0.227309415,0.582945624
WASH2P,1.079439996,2.654957825,1.823575397,1.445917332,2.857374798,2.532281659,1.786413088,3.024624284,1.801578104,2.416133569,2.291464484,2.164533173,0.85609291,0.562863318,2.25911305
WASH3P,1.287415318,1.871051948,2.391444643,0.721456372,2.76316444,1.570136417,1.372646149,1.505427913,1.795632212,0.691596589,2.251232443,2.450498881,0.48194677,0.035688687,0.839166261
WASH7P,0.327488715,1.171064633,2.075652948,0.906328658,0.974573442,0.713394425,1.549824159,1.095782824,2.211816563,0.481261303,1.98501943,1.318948331,0.794145248,1.273387572,1.432225141
WASL,4.068193365,3.403875449,3.878020518,4.780916975,3.735768602,2.998818387,2.716357159,1.901039018,4.284644743,3.632505703,3.450649822,3.475713556,3.102485016,2.807627713,3.175680684
WBP1,3.439867918,3.228142266,1.265519864,3.363690515,3.804740306,3.707382996,1.485454056,2.153739351,3.957270677,2.793572409,3.081476558,4.142122764,1.887246505,2.546293843,3.435618401
WBP11,6.462079228,5.429404992,4.866541985,5.663113494,5.200321157,4.517796536,5.314192126,3.602721998,5.210543874,5.068421715,6.116457275,5.160107351,5.298114498,4.279220536,4.249932937
WBP1L,2.380927087,2.972006897,1.467252549,2.617601701,3.15523238,2.309189481,2.818378341,2.220968867,2.089211135,2.224819431,3.147321915,3.281447285,2.699456807,2.555879811,2.274122711
WBP2,4.202281392,4.106938597,3.564360613,4.790616429,4.514599544,5.130922352,5.345695017,2.417336292,4.670151333,2.900690179,3.566564694,4.212694147,4.641494595,4.607476214,4.340684317
WBP4,4.555600817,4.955621517,4.788331866,2.178710158,2.8848592,2.733483361,2.722009865,3.040285292,3.737181986,4.485620786,3.357372592,3.935604667,3.893442998,2.247453662,3.321587005
WBP5,7.108114181,7.059907052,7.104218498,7.119595209,5.505483376,5.99593497,6.173465845,4.391725573,5.822874565,5.656843422,7.627670524,5.705981821,7.099095401,3.826423014,4.943491588
WBSCR16,1.901111277,3.245868588,3.479682052,3.575047263,3.293006318,2.229503366,2.938873802,2.630095762,3.861661522,2.58207949,4.697288427,3.920195399,3.361386964,2.369667446,2.115319563
