Gene,KKU156,KKU213,KKU214,HuCCA1,RBE,KKK138,HuCCT1,HuH28,KKK068,KKK131,KKU055,KKU100,SSP25,TFK1,YSCCC
GSN-AS1,6.187952159,7.111813446,7.035692668,5.619049998,6.456747735,6.234437625,7.113560232,3.847668581,7.747120559,7.358361119,6.481998476,5.346786182,6.659632028,3.968056576,7.854826493
GSPT1,5.012940865,4.739301644,4.678590778,5.096946472,4.927567679,4.724771881,4.868408349,4.050033089,4.802240915,4.698853917,5.332602609,5.136189659,4.48996261,4.520195764,5.007447669
GSPT2,2.260616783,2.186805099,3.121252571,2.268061801,0.320021695,3.293650573,3.349659751,1.366489156,2.718072608,2.491303884,4.389066131,3.507620145,3.108430697,0.320021695,0.320021695
GSR,5.137928348,4.429559285,3.959847402,4.145065021,5.363991678,4.113846397,2.76049737,3.334179819,2.479991416,4.375763585,5.705984625,5.433135985,5.662316494,6.300411692,5.17347172
GSS,3.794792281,4.97658973,4.335507559,4.283416301,3.570744875,3.939958973,4.635418473,3.424271454,4.235076252,5.039005821,3.166885453,5.299048308,4.004433823,4.271953625,3.763255617
GSTCD,2.238245075,2.32828582,1.057202495,1.872497797,1.88755691,1.386416293,1.979681241,0.520714448,2.061334795,2.824788299,2.191737819,2.579946401,2.674496248,1.992051507,2.302919417
GSTK1,4.420276702,4.587287178,4.218700979,5.001031779,3.836979017,4.60715364,4.700751062,4.188002907,4.164929289,2.384113277,4.793760568,4.281811994,4.855183386,4.556096508,4.42067959
GSTM3,0.90816186,1.480844771,0.987680037,0.397060804,1.044516677,3.497855845,3.03547698,3.662075621,2.63631397,1.587377013,1.549261515,1.771924558,4.646280128,2.550024273,1.468075717
GSTM4,0.303164693,0.581867656,0.303164693,0.303164693,1.716787265,0.437457115,0.7801792,3.453366289,2.979016997,1.595169207,2.097114264,0.303164693,3.721835566,0.826700914,1.802726111
GSTO1,5.329475811,5.871994435,6.193196055,6.169674511,4.661875347,5.414753948,5.690877866,5.750174398,6.404260754,6.472369798,5.992156609,5.647558829,5.571219411,5.013500107,5.499768895
GSTO2,2.238857544,2.238487636,3.623614783,4.421579918,1.342135657,2.249005704,3.360982405,2.408496372,2.970417218,4.096790904,2.24642398,1.698484053,1.12453252,3.858011375,4.213769975
GSTP1,6.136674858,4.806785056,6.493926115,4.259886837,0.578621004,5.818501795,4.960787542,5.603118143,6.135621597,5.417079963,6.065904621,7.12085114,5.828169525,6.613008632,2.796744888
GSTZ1,2.801210398,3.035155278,3.157207788,1.142108799,3.578590312,3.830323513,4.201001363,2.251096136,2.213882048,2.884645351,3.028442277,3.787265601,2.356560612,3.379988144,2.690308171
GTDC1,2.122158149,1.463129022,1.453214789,0.261492705,0.334939118,1.475404747,1.445257373,2.318166008,0.808828495,2.420573088,0.904984575,1.752985345,2.087515363,1.235496873,3.212351062
GTF2A1,4.426837752,4.376276533,3.829011942,4.12041207,3.854572145,3.155308817,3.650311112,2.285786676,3.887628331,3.600057325,3.295820339,3.514910901,3.286765977,3.681746792,4.27506283
GTF2A2,6.836475105,6.132957096,5.575584042,5.740269439,5.38805088,4.347893448,5.628143544,5.202094871,3.881888786,5.89999681,6.32017408,6.161556993,6.023464309,6.374788882,5.23948488
GTF2B,2.430293761,3.050386148,3.066227976,4.885078433,2.304403598,3.677142038,3.967927771,2.124776487,2.872992266,3.247100968,3.611199431,3.671897979,4.106639678,2.849303988,4.62585891
GTF2E1,3.632061674,2.562864852,1.998500727,2.183348708,2.34364191,2.795587364,2.564632016,2.265554605,2.582573521,2.194791522,3.508280008,3.293717059,2.692361275,2.48703121,2.98813985
GTF2E2,5.204407517,3.993708848,4.443391297,4.423554185,3.692340648,3.405133905,4.613583924,2.85255404,3.831421177,4.060732552,5.83086926,4.800140811,4.894965422,3.399486629,3.246104183
GTF2F1,6.134983603,6.112690223,5.911913297,5.830684918,5.724083777,5.374822945,6.065123343,5.903146929,5.330544295,5.989256648,5.940655072,6.20227961,3.929589021,4.070113026,4.539159955
GTF2F2,4.685238942,3.177465493,4.266864572,3.799232828,3.381960048,2.490828117,3.071534219,1.526223712,4.413100066,4.59737852,2.140368256,3.543272744,3.519680977,3.105890828,2.731776454
GTF2H1,5.083519241,4.841697268,4.265005528,3.601553948,3.348723755,3.567023303,4.208690669,4.205691056,2.340896246,4.951294826,5.11502735,4.029582768,4.128804499,2.458442004,4.68722224
GTF2H2C,1.991792323,1.080539083,1.902153887,3.200022469,2.377163125,1.671233632,2.304764965,2.223727422,1.251634844,1.464304934,2.352126249,2.530126752,2.566882166,2.015705181,2.370655175
GTF2H2C_2,2.106702605,1.163949307,2.050487849,3.394079638,1.549991461,1.808640991,2.475237892,2.390464481,1.494213038,1.568232554,2.416889333,2.709961917,2.7477913,2.172408296,2.543853592
GTF2H3,4.363340451,4.268924188,4.360425438,3.210132378,3.734491886,2.501324456,3.5057822,2.336088775,3.255349719,3.079568793,3.380652776,2.853931634,3.285373524,2.508248574,3.334373153
GTF2H5,1.555743808,1.751542565,1.381018826,1.052812577,1.12498802,1.429038989,1.443998217,1.615261221,1.484340906,0.786929283,1.053854974,2.179479983,1.664210992,1.488025416,2.049489536
GTF2I,2.200863646,3.167793759,3.362210234,4.450865689,4.813439727,4.089831962,4.065164156,3.803860195,4.682206903,3.696510732,4.456258813,7.478513065,3.927422641,4.264749884,3.668212521
GTF2IP1,0.416367909,0.185312022,0.385814344,0.513403677,0.403290147,0.128971195,0.140953337,0.409864266,0.6607327,0.741075261,0.642692049,1.458549588,0.739779949,0.159831846,0.90745232
GTF2IRD1,1.399943382,1.32198737,1.247326758,1.836592829,1.603077256,1.573686644,1.702110314,2.209349504,2.155271566,1.83451798,3.494161594,1.337162536,1.300468063,2.068539335,1.99054364
GTF2IRD1P1,8.049795609,8.008580793,8.824528047,9.237650492,8.309358908,7.150909543,7.758462475,7.55609569,9.244191162,7.341768238,7.736226991,7.743867775,7.874131551,7.71028822,7.515781141
GTF3A,8.028085282,7.787315531,7.860334449,6.137443105,7.506063458,5.976453772,6.993984384,7.113543897,7.446848582,6.640855737,7.931205522,6.780748743,6.695712036,6.197236243,7.501426319
GTF3C1,3.852366616,3.119953744,3.454912472,3.746734207,3.54698898,3.08025051,2.794902505,3.083235727,3.218514673,3.297600037,4.011960136,3.877049782,3.005791338,1.99385007,3.032649686
GTF3C2,3.819062321,4.368275069,4.893121502,4.099235635,4.472934373,4.140650686,4.9304971,3.101279401,4.040244864,4.488062076,4.466603098,4.369138747,3.79369517,4.63866874,4.299652847
GTF3C2-AS1,10.68665261,10.8161868,10.5989945,9.990409215,11.01465544,10.35228103,10.54107054,9.591568346,10.34649264,10.7159138,10.56994074,9.514900429,10.54215245,10.7383273,10.74573192
GTF3C3,3.807510409,3.760643001,3.217244233,3.556367349,4.13805733,3.17613691,4.033384961,3.138614438,3.95093595,4.08610805,4.190188025,3.144522093,4.08840705,3.614942942,3.328715195
GTF3C4,3.649627772,4.480099317,4.142040518,3.805241605,4.005308809,2.487870974,3.660767342,2.557726712,2.776808676,3.822856555,4.630001786,3.038254937,3.56539877,2.915693202,3.58345004
GTF3C5,3.037285642,4.524458448,3.08557866,2.628325642,3.985574795,2.792279298,3.72405686,1.675775357,3.269471514,3.520568739,2.987667108,3.220260242,3.114373899,2.591853327,2.070336229
GTF3C6,5.793490762,6.665801739,5.458247863,6.342541323,6.917437163,3.690171013,5.986434718,5.952741465,6.905341345,7.271311455,7.269390883,6.683037048,6.785325946,5.472074595,4.57761058
GTPBP1,3.380452421,1.958641261,2.052939986,2.336158224,2.568669108,2.040072248,2.816927838,2.634327211,3.06085437,3.141590369,3.159154245,2.887333575,1.959156524,1.968811904,2.816613073
GTPBP10,2.714629436,1.656413663,1.998866916,2.773704975,1.910314134,1.031530521,2.826809646,1.56241145,1.979647901,2.195775027,1.928579876,2.084290474,2.794748414,2.266480733,1.94265491
GTPBP2,4.396673286,4.014621117,4.131706608,3.860078598,4.396374,3.643763675,3.408971659,4.443589079,4.200107265,3.58965402,3.109354502,4.573124565,4.106245831,3.805871083,3.552788317
GTPBP3,3.902207957,3.760019596,4.001421891,2.644136753,2.883325741,2.16140059,2.521300885,2.159934123,1.661724166,3.040318317,3.687762806,3.13657432,0.576030878,2.861713251,2.434680639
GTPBP4,5.507521009,5.473833515,5.256131274,4.661787764,5.507638764,4.323159268,4.926490058,4.019960727,5.481551908,5.440190578,6.370317111,5.389615588,6.155345929,5.435732921,5.716205603
GTPBP8,4.749345758,5.306307112,5.243616586,3.818305369,3.829784346,3.193233149,2.538574327,3.582122774,3.864703485,4.212038883,4.648330703,2.427809864,3.676932521,3.949923195,5.301406714
GTSE1,3.465776206,3.014191321,2.718214271,2.408450479,3.10348163,3.210327754,3.444691047,2.63999405,3.643888733,3.656743548,3.356231387,2.86860827,4.014278589,2.245883374,2.851778928
GUCD1,5.097430294,4.56906822,4.6571947,3.800997356,5.008521803,4.977461613,4.936327396,4.719243772,3.985944741,4.888869286,5.071545062,5.077695054,4.447337707,4.21546584,5.488577565
GUCY2C,0.619125539,2.218518487,0.485006651,6.490725812,0.099019848,5.366921568,2.522592715,1.470785897,4.244487226,5.478996865,5.523689776,1.175227405,5.494619743,0.442035162,5.650379394
GUF1,4.787135413,4.382781544,5.123944761,3.553307502,4.086249903,3.580747231,3.974895902,3.796598697,3.387772129,4.126660017,5.258285868,4.142512792,4.085496662,3.594505569,3.86960301
GUK1,5.50446122,5.575563144,4.740832117,4.258645207,4.527198277,4.689697293,6.02013887,5.729797692,4.781434244,3.509945994,5.361322597,4.487601792,2.963988811,2.265079938,2.759608672
GULP1,4.626837252,2.479888671,2.761663732,4.982402954,3.791796737,4.705528055,5.230301924,5.748793006,3.540912759,2.399045918,2.374777286,5.272373049,4.481111519,6.221697921,5.617760994
GUSB,3.194073046,3.18934252,3.526111939,3.456222486,3.302896274,3.782063251,2.963159457,4.002872095,4.357893844,3.392500608,4.090690843,3.065129114,2.918540644,3.509437326,3.088416238
GUSBP1,0.615535523,1.546418653,1.224394697,0.592711649,0.774520943,0.184026149,1.117376081,0.854969155,0.565126959,1.758835265,0.398848853,1.037310413,0.768949966,0.638959412,0.75468012
GUSBP11,0.227285667,0.80208197,1.703015676,0.834294537,0.227285667,1.775998434,1.49507014,2.677950837,0.376623205,0.314381212,0.604422545,0.917708047,0.928490295,0.343651414,1.269379939
GXYLT1,2.618691884,2.627239968,3.077199993,2.915566829,3.246661931,2.347795772,2.757992988,1.733935606,3.061469884,2.948268735,2.68218549,2.854676329,2.921288341,3.051152683,3.381721031
GYG1,4.581265227,3.951818287,4.032418404,0.699535735,3.503632099,3.021888056,4.000889759,2.42626448,3.060102472,3.635465826,3.167769881,2.117953012,2.092392037,2.432739557,1.831627598
GYS1,2.936059164,1.426576236,2.319763339,2.910535247,1.873570205,3.087045576,2.661641176,2.108855189,2.529171805,3.403834737,2.943702471,4.304096166,1.558511439,1.434121288,2.262541521
GZF1,4.280532018,2.993967546,4.3532874,4.735760184,2.681729962,3.34864337,2.520133993,4.262344997,4.103763766,5.014770893,3.460604476,2.908223689,4.581617836,3.046820984,3.708683902
H19,5.938764749,3.811813693,3.640702836,9.046163247,0.10006381,2.17632327,0.10006381,0.10006381,1.201913225,3.974998958,5.915264223,1.13780476,0.10006381,1.262552933,1.300690978
H1F0,8.312734308,7.400397798,8.08816623,7.165719936,6.793145272,7.166421628,8.80603034,1.657248214,7.264789239,7.065230981,7.038229043,8.943585248,5.895366653,7.7845225,6.941739113
H1FX,6.012544969,7.015305321,7.004441421,5.687135513,7.052210445,7.580910285,6.93736762,7.020835607,6.511879144,5.294679817,6.995622492,7.530317269,6.148958186,6.085496576,5.713743204
H1FX-AS1,4.426211279,4.941889564,5.646695868,4.039632133,5.715778926,5.996892642,5.59257717,5.412513798,5.513308562,4.556465839,5.023412792,5.718752345,5.197152347,5.296560925,5.117742645
H2AFJ,1.779666455,3.044286728,2.035870429,4.318819438,2.719319473,3.724869732,3.410688596,2.651296567,3.113840095,2.136617515,1.400706848,0.141271917,2.40727823,1.753070329,3.903477003
H2AFV,4.730532782,5.502860307,5.698342553,4.308397608,5.868681342,5.026388527,5.156472066,5.120949903,5.078386729,4.625846345,4.569808184,4.875153284,5.28435669,4.698009922,4.122745366
H2AFX,2.489967442,4.869075535,2.834023027,3.781943173,3.578506113,3.87873087,4.484883849,2.489441037,4.473893565,4.864341235,5.310454603,4.846843969,4.49223473,3.194218626,1.618189649
H2AFY,6.994815023,6.848865747,7.25649287,7.423370627,6.443191629,6.938449209,7.47282849,6.581194248,6.328689433,7.096149269,7.523209603,6.697572961,5.862616448,6.734520692,6.017919053
H2AFY2,3.348732674,4.13666084,2.970206114,4.22791151,5.602301862,4.503191602,3.830796412,3.706256843,4.485788592,3.748645689,3.365013356,5.204030418,3.717779726,4.946271253,2.022238548
H2AFZ,6.080580824,6.921692382,6.097318686,5.890308921,4.962451463,6.342071618,6.705865773,5.314896176,6.359587007,7.088144973,7.057766445,7.368998488,6.394286836,5.558007827,4.021702458
H3F3A,5.129967385,6.087456728,6.23705059,6.235528996,7.301827876,5.535540541,5.928756024,5.155480188,4.804671215,5.950308284,6.802076936,5.718636672,5.344294344,3.600354758,5.741999332
H3F3AP4,5.156050192,6.114177284,6.263875229,6.262306322,7.329156558,5.561914213,5.955403146,5.181526287,4.830466635,5.977031423,6.829224399,5.745061699,5.370413404,3.615766231,5.76859727
H3F3B,7.17027758,7.454768743,7.161800338,7.34109715,7.281638486,8.185604808,8.059351881,5.800638014,7.634845375,7.289296713,7.595857779,8.023730988,7.320555621,7.543592312,6.03120899
H6PD,1.272532849,0.827295149,0.605466114,1.435325238,0.787435601,1.519817243,0.865336716,1.516911373,1.610094097,0.647810608,1.429926933,3.274383269,1.669231285,0.957845865,2.045481637
HABP4,4.176663045,4.65724119,5.17740849,5.659219412,6.086810001,4.90124888,4.675209133,5.0964851,2.7966528,3.663159863,5.528588277,3.649322332,4.761555281,2.802518648,4.459157803
HACE1,3.108545982,0.78246813,0.918671557,1.792600583,1.497825727,1.846767627,0.375504818,1.972683413,1.954503259,1.040914113,1.576197739,1.421258041,1.780153829,0.412056463,1.195851787
HACL1,5.930154072,5.840849687,5.757551676,6.1029495,4.7252143,5.514626792,6.07857725,6.419548245,6.202013512,5.13188447,5.764683059,5.463941247,5.484276554,5.331613177,5.704920405
HADH,3.302953278,4.002192646,2.141469095,2.023037953,3.176813163,3.610174688,3.257159284,2.810656921,1.933237772,2.192270338,3.92146768,3.91239969,1.721459536,1.764273931,2.349449568
HADHA,5.436643146,6.023703489,5.992125729,5.446853017,4.927024175,6.117327625,5.373682605,5.113262397,5.944961262,5.67809809,5.686578647,5.964759197,6.007536217,6.254572821,4.828224511
HADHB,4.859863223,5.169191383,4.972507332,4.903510195,4.469700362,5.443521005,4.347889677,4.366678422,4.542556237,4.065710294,4.935529935,5.180350496,4.602621292,4.395853715,3.209215225
HAGH,4.526857726,4.091803254,4.491434176,3.656777043,4.70513546,4.822920645,4.814935491,4.453144985,4.482786524,3.486532434,4.035088495,5.773436036,4.068953675,4.994183938,5.253767805
HAGHL,4.816886551,4.529449217,4.348915046,4.573148166,4.660930594,5.585428884,4.182679278,3.271482373,1.659768545,4.001193748,2.845121021,5.261758993,3.038770188,5.849242725,4.300411469
HARBI1,2.651650784,1.288247929,1.056012604,1.823498269,1.52409753,1.843759545,1.379290817,0.492723378,0.297625708,3.060468371,1.565979477,0.885691802,1.526557336,1.210774253,2.433303746
HARS,7.282715901,6.58431375,7.071212657,7.572195484,7.594706132,7.478606434,7.787203945,7.446987828,7.733157025,7.24267186,8.121342031,7.698005366,6.89047567,7.191443744,7.349231779
HARS2,3.344824354,2.463702726,3.601868005,3.972565636,3.361413121,4.119915919,4.164670829,4.289817502,4.062916838,3.453092973,3.960181394,4.6224097,3.804321649,3.006905101,3.627021443
HAS1,0.140775451,0.140775451,0.140775451,0.140775451,2.299863557,2.860239873,1.07452158,0.576780568,0.863436281,0.140775451,3.148807538,0.809423179,1.483324309,2.177789199,4.994900574
HAS2,2.068912784,2.118963183,0.46338957,0.44214512,0.063177781,3.844194904,2.664962345,0.346609229,4.122323821,4.27957602,4.631946414,0.59555419,1.044671563,0.063177781,0.950263451
HAS2-AS1,1.424604726,2.352100453,1.604242134,2.08416651,0.089618039,5.088113925,3.663426068,0.089618039,5.338971911,6.409330622,6.063844474,1.747316117,0.84479177,0.089618039,0.089618039
HAS3,9.244086931,9.230711457,9.630251198,9.49838743,9.215006471,8.568502958,8.853557819,8.343499804,9.446159312,8.846132805,8.790532049,8.679635399,8.947312266,8.965853733,9.180430341
HAT1,4.193436508,3.290142771,3.029677251,3.948046687,4.577992154,5.110029323,5.206844095,4.2792347,4.871807799,5.092357559,4.938487939,4.567828008,5.380135587,4.831846238,3.779743407
HAUS1,4.079893219,2.626281948,4.190927651,3.12158716,3.728472195,1.3288959,3.36528184,3.992847032,1.924122685,4.159261918,5.260452573,1.997050321,1.830473537,1.55576313,3.101711175
HAUS2,3.879560296,3.880480088,3.267294273,3.765544288,2.64794665,3.125269372,3.002605643,2.729720009,2.055935147,4.086176246,3.167606998,3.039787188,3.943692049,3.21405343,2.851142158
HAUS3,3.611593292,3.962011948,3.1419772,3.181312122,3.871868719,2.720004253,3.265788319,2.26376241,3.234085689,3.639100818,3.770000157,4.021760594,4.679861339,2.821238762,3.380308703
HAUS4,4.13830116,3.787806106,3.452145133,3.372388872,3.849855044,3.938719925,2.576083208,1.22881025,3.827903776,3.856669326,2.088134753,4.129770939,3.989943474,4.160885394,2.742387631
HAUS5,1.532366696,2.065326435,2.87819483,2.286661639,1.204559801,1.808623295,2.224134252,2.178784532,3.82510495,2.693430664,2.502132234,2.147564181,1.188284027,2.082277341,0.816109758
HAUS6,3.49008944,3.283650016,2.985202237,2.825203573,2.889417258,3.068052331,2.538853921,2.59668158,3.47381785,3.222577391,3.511033553,2.752123409,4.150758957,2.908236039,2.442224581
HAUS7,1.803630798,1.808352478,0.809476076,0.458809598,2.886500919,1.482602794,1.57402408,1.189448543,2.066028292,1.757562222,1.423571804,0.374830945,0.876937753,0.429243218,0.437896911
HAUS8,2.956530347,1.948091586,1.869010656,2.764310394,2.885425033,3.048587957,2.506185716,3.018347048,1.4491955,3.369414117,4.476530013,1.969249867,2.36326958,2.139551861,0.940801703
HAX1,5.486951971,5.157024171,4.359418798,5.126433634,5.682090797,4.733445081,4.451771684,3.958268783,5.153970321,4.670948121,5.712962899,5.989569717,4.260450667,4.776649238,3.597577238
HBEGF,6.391999719,4.428672368,5.025735205,6.634942995,4.587092348,1.515190761,4.168392463,3.240665809,5.030102305,6.026411932,0.777956987,4.442570598,3.668003933,1.25490502,3.589281318
HBP1,6.872808366,5.886709091,7.095116209,8.012308623,7.253260679,6.26427042,6.697844537,6.938340851,7.438429977,6.815544521,6.709834282,6.497772971,6.732947412,6.320601149,6.622548615
